link,name,old_price,price
https://clickbuy.com.vn/apple-watch-series-se-2023-lte-40mm-vien-nhom-day-vai-chinh-hang-vna.html,Apple Watch Series SE 2023 LTE 40mm | Viền nhôm dây vải | Chính Hãng VN/A,,[312.61]
https://clickbuy.com.vn/apple-watch-series-se-2023-lte-44mm-vien-nhom-day-vai-chinh-hang-vna.html,Apple Watch Series SE 2023 LTE 44mm | Viền nhôm dây vải | Chính Hãng VN/A,,[347.39]
https://clickbuy.com.vn/samsung-galaxy-s21-5g-my-cu-99.html,Samsung Galaxy S21 5G 8GB|128GB Mỹ (2 Sim) cũ 99%,,[243.04]
https://clickbuy.com.vn/apple-iphone-11-pro-max-256gb-cu-99.html,iPhone 11 Pro Max 256GB cũ đẹp 99%,[1043.04],[421.3]
https://clickbuy.com.vn/apple-iphone-xs-max-quoc-te-64gb-cu-99.html,iPhone Xs MAX 64GB cũ đẹp 99%,[564.78],[269.13]
https://clickbuy.com.vn/apple-iphone-xs-64gb-quoc-te-cu-99.html,iPhone Xs 64Gb cũ đẹp 99%,,[199.57]
https://clickbuy.com.vn/samsung-galaxy-s22-ultra-5g-8gb-128gb-cu-99.html,Samsung Galaxy S22 Ultra Mỹ (5G) 8GB 128GB cũ 99% - 2 Sim,[1347.39],[547.39]
https://clickbuy.com.vn/macbook-air-m1-8gb-256gb-chinh-hang-viet-nam.html,MacBook Air 2020 13 inch Apple M1 8GB RAM 256GB SSD Chính hãng Việt Nam,[1173.48],[799.57]
https://clickbuy.com.vn/macbook-pro-m1-8gb-256gb-chinh-hang-vietnam-sa-a.html,"Macbook Pro 13"" M1 8GB 256GB Chính hãng Vietnam",[1608.26],[1086.52]
https://clickbuy.com.vn/imac-24-2021-m1-8gpu-8gb-512gb-i-chinh-hang-apple-viet-nam.html,iMac 24 2021 M1 8GPU 8GB 512GB I Chính hãng Apple Việt Nam,[2216.96],[1521.74]
https://clickbuy.com.vn/laptop-macbook-pro-16-2021-m1-pro-16-core-gpu-1tb-chinh-hang-apple-vn.html,MacBook Pro 2021 16 inch Apple M1 PRO 10-Core CPU 16-core GPU 16GB RAM 1TB SSD | Chính hãng Apple Việt Nam,[3043.04],[1851.74]
https://clickbuy.com.vn/laptop-hp-340s-g7-36a35pa.html,Laptop HP 340S G7 36A35PA (Core i5-1035G1 | 8GB | 512GB | Intel UHD | 14.0 inch FHD | Win 10 | Xám),,[434.35]
https://clickbuy.com.vn/laptop-hp-240-g8-518v5pa-core-i5-1135g7-4gb-256gb-intel-iris-xe-14-0-inch-fhd-win-10-bac.html,Laptop HP 240 G8 518V5PA (Core i5-1135G7 | 8GB | 256GB | Intel Iris Xe | 14.0 inch FHD | Win 10 | Bạc),,[434.35]
https://clickbuy.com.vn/laptop-dell-vostro-5515-r5-5500u.html,Laptop Dell Vostro 5515 (R5 5500U/ 8GB RAM/256GB SSD/15.6 inch FHD/Win10/Xám/Nhập Khẩu) (2021),,[499.57]
https://clickbuy.com.vn/macbook-air-2023-15-inch-apple-m2-8gb-ram-256gb-chinh-hang.html,Macbook Air 2023 15 inch Apple M2 8GB 256GB Chính Hãng Việt Nam,[1434.35],[1282.17]
https://clickbuy.com.vn/macbook-air-2023-15-inch-apple-m2-8gb-512gb-chinh-hang-viet-nam.html,Macbook Air 2023 15 inch Apple M2 8GB 512GB Chính Hãng Việt Nam,[1608.26],[1477.83]
https://clickbuy.com.vn/laptop-lenovo-ideapad-5-14itl05-8g-256g-gray-box-cong-ty,Laptop Lenovo IdeaPad 5 14ITL05 8G 256G Gray Box Công Ty,,[406.52]
https://clickbuy.com.vn/macbook-pro-14-m3-8-core-cpu-10-core-gpu-8gb-512gb-chinh-hang,"MacBook Pro 14"" (M3/8-core CPU/10-core GPU/8GB/512GB) - Chính hãng",,[1738.7]
https://clickbuy.com.vn/macbook-pro-14-m3-8-core-cpu-10-core-gpu-8gb-1tb-chinh-hang,"MacBook Pro 14"" (M3/8-core CPU/10-core GPU/8GB/1TB) - Chính hãng",,[1956.09]
https://clickbuy.com.vn/macbook-pro-14-m3-8-core-cpu-10-core-gpu-16gb-512gb-chinh-hang,"MacBook Pro 14"" (M3/8-core CPU/10-core GPU/16GB/512GB) - Chính hãng",[2390.87],[1899.57]
https://clickbuy.com.vn/macbook-pro-14-m3-8-core-cpu-10-core-gpu-16gb-1tbb-chinh-hang,"MacBook Pro 14"" (M3/8-core CPU/10-core GPU/16GB/1TBGB) - Chính hãng",[2434.35],[2108.26]
https://clickbuy.com.vn/notebook-asus-vivobook-x413ja-211-vbwb.html,Notebook Asus VivoBook X413JA-211.VBWB ( Intel Core i3-1005G1 /4GB DDR4/ 128GB NVMe SSD/14inchFHD/Win10/Màu Trắng,,[338.7]
https://clickbuy.com.vn/laptop-dell-vostro-5410-v4i5014w.html,Laptop Dell Vostro 5410 (V4I5014W) (i5 11300H/8GB RAM/ 512GB SSD/14.0 inch FHD/Win 10/Xám),,[0.0]
https://clickbuy.com.vn/laptop-dell-vostro-3405-v4r53500u003w.html,Laptop Dell Vostro 3405 (V4R53500U003W) (R5 3500U 8GB RAM/512GB SSD/14.0 inch FHD/Win10+ Office/Đen),,[373.48]
https://clickbuy.com.vn/laptop-dell-inspiron-3505-y1n1t3.html,Laptop Dell Inspiron 3505 (Y1N1T3) (R3 3250U 8GB RAM/256GB SSD/15.6 inch FHD/Win10+Office/Đen),,[0.0]
https://clickbuy.com.vn/laptop-hp-240-g8-3d0e9pa.html,Laptop HP 240 G8 3D0E9PA (Core i7-1165G7 | 8GB | 256GB | Intel Iris Xe | 14.0 inch FHD |  Win 10 | Bạc),,[503.91]
https://clickbuy.com.vn/laptop-dell-vostro-5402-v4i5003w.html,Laptop Dell Vostro 5402 (V4I5003W) (i5 1135G7 8GBRAM/256GB SSD/14.0 inch FHD/Win10/Xám),,[0.0]
